nid,noflower,yesflower,tpi_zone,hsev,year,inout,nobs,yof,ys,b_ub,target,flower_year
6404,3236,5,4,4,2019,outer,3241,2016.0,3.0,burnt,6403,2019
6404,1563,0,4,5,2019,outer,1563,2016.0,3.0,burnt,6403,2019
0,286,0,1,1,2019,outer,286,2004.0,15.0,unburnt,6403,2019
0,6917,8,2,1,2019,outer,6925,2004.0,15.0,unburnt,6403,2019
0,3688,1,3,1,2019,outer,3689,2004.0,15.0,unburnt,6403,2019
0,391,0,4,1,2019,outer,391,2004.0,15.0,unburnt,6403,2019
627,896,21,1,1,2019,outer,917,2015.0,4.0,burnt,6404,2019
6403,402,23,1,1,2019,outer,425,2016.0,3.0,burnt,6404,2019
627,850,13,1,2,2019,outer,863,2015.0,4.0,burnt,6404,2019
5759,137,0,1,2,2019,outer,137,2010.0,9.0,burnt,6404,2019
6403,1298,7,1,2,2019,outer,1305,2016.0,3.0,burnt,6404,2019
627,677,2,1,3,2019,outer,679,2015.0,4.0,burnt,6404,2019
5759,82,0,1,3,2019,outer,82,2010.0,9.0,burnt,6404,2019
6403,2719,11,1,3,2019,outer,2730,2016.0,3.0,burnt,6404,2019
963,85,0,1,4,2019,outer,85,2016.0,3.0,burnt,6404,2019
6403,691,4,1,4,2019,outer,695,2016.0,3.0,burnt,6404,2019
6403,225,0,1,5,2019,outer,225,2016.0,3.0,burnt,6404,2019
627,1511,1,2,1,2019,outer,1512,2015.0,4.0,burnt,6404,2019
5759,95,0,2,1,2019,outer,95,2010.0,9.0,burnt,6404,2019
6403,596,11,2,1,2019,outer,607,2016.0,3.0,burnt,6404,2019
6405,95,0,2,1,2019,outer,95,2016.0,3.0,burnt,6404,2019
6406,345,0,2,1,2019,outer,345,2016.0,3.0,burnt,6404,2019
627,3169,5,2,2,2019,outer,3174,2015.0,4.0,burnt,6404,2019
963,1647,1,2,2,2019,outer,1648,2016.0,3.0,burnt,6404,2019
5759,662,0,2,2,2019,outer,662,2010.0,9.0,burnt,6404,2019
6403,2901,11,2,2,2019,outer,2912,2016.0,3.0,burnt,6404,2019
6405,563,0,2,2,2019,outer,563,2016.0,3.0,burnt,6404,2019
6406,1715,0,2,2,2019,outer,1715,2016.0,3.0,burnt,6404,2019
627,1508,1,2,3,2019,outer,1509,2015.0,4.0,burnt,6404,2019
963,2971,0,2,3,2019,outer,2971,2016.0,3.0,burnt,6404,2019
6403,5764,17,2,3,2019,outer,5781,2016.0,3.0,burnt,6404,2019
6405,266,0,2,3,2019,outer,266,2016.0,3.0,burnt,6404,2019
6406,8474,6,2,3,2019,outer,8480,2016.0,3.0,burnt,6404,2019
627,106,0,2,4,2019,outer,106,2015.0,4.0,burnt,6404,2019
963,4724,0,2,4,2019,outer,4724,2016.0,3.0,burnt,6404,2019
6403,2607,9,2,4,2019,outer,2616,2016.0,3.0,burnt,6404,2019
6405,784,2,2,4,2019,outer,786,2016.0,3.0,burnt,6404,2019
6406,2721,0,2,4,2019,outer,2721,2016.0,3.0,burnt,6404,2019
963,486,0,2,5,2019,outer,486,2016.0,3.0,burnt,6404,2019
6403,535,1,2,5,2019,outer,536,2016.0,3.0,burnt,6404,2019
6405,67,0,2,5,2019,outer,67,2016.0,3.0,burnt,6404,2019
6406,170,0,2,5,2019,outer,170,2016.0,3.0,burnt,6404,2019
627,831,11,3,1,2019,outer,842,2015.0,4.0,burnt,6404,2019
6403,136,0,3,1,2019,outer,136,2016.0,3.0,burnt,6404,2019
6406,105,0,3,1,2019,outer,105,2016.0,3.0,burnt,6404,2019
627,1510,1,3,2,2019,outer,1511,2015.0,4.0,burnt,6404,2019
963,645,0,3,2,2019,outer,645,2016.0,3.0,burnt,6404,2019
5759,274,0,3,2,2019,outer,274,2010.0,9.0,burnt,6404,2019
6403,2264,6,3,2,2019,outer,2270,2016.0,3.0,burnt,6404,2019
6405,220,0,3,2,2019,outer,220,2016.0,3.0,burnt,6404,2019
6406,3405,0,3,2,2019,outer,3405,2016.0,3.0,burnt,6404,2019
627,325,1,3,3,2019,outer,326,2015.0,4.0,burnt,6404,2019
963,2502,1,3,3,2019,outer,2503,2016.0,3.0,burnt,6404,2019
6403,6522,16,3,3,2019,outer,6538,2016.0,3.0,burnt,6404,2019
6405,116,0,3,3,2019,outer,116,2016.0,3.0,burnt,6404,2019
6406,5569,0,3,3,2019,outer,5569,2016.0,3.0,burnt,6404,2019
963,2711,0,3,4,2019,outer,2711,2016.0,3.0,burnt,6404,2019
6403,3349,8,3,4,2019,outer,3357,2016.0,3.0,burnt,6404,2019
6405,78,0,3,4,2019,outer,78,2016.0,3.0,burnt,6404,2019
6406,1569,0,3,4,2019,outer,1569,2016.0,3.0,burnt,6404,2019
6403,447,3,3,5,2019,outer,450,2016.0,3.0,burnt,6404,2019
627,515,2,4,1,2019,outer,517,2015.0,4.0,burnt,6404,2019
6403,130,4,4,1,2019,outer,134,2016.0,3.0,burnt,6404,2019
627,1621,0,4,2,2019,outer,1621,2015.0,4.0,burnt,6404,2019
6403,1306,2,4,2,2019,outer,1308,2016.0,3.0,burnt,6404,2019
6406,277,0,4,2,2019,outer,277,2016.0,3.0,burnt,6404,2019
627,248,1,4,3,2019,outer,249,2015.0,4.0,burnt,6404,2019
6403,4070,16,4,3,2019,outer,4086,2016.0,3.0,burnt,6404,2019
6406,125,0,4,3,2019,outer,125,2016.0,3.0,burnt,6404,2019
6403,3943,30,4,4,2019,outer,3973,2016.0,3.0,burnt,6404,2019
6403,1210,14,4,5,2019,outer,1224,2016.0,3.0,burnt,6404,2019
0,1282,1,1,1,2019,outer,1283,2004.0,15.0,unburnt,6404,2019
0,700,3,2,1,2019,outer,703,2004.0,15.0,unburnt,6404,2019
6404,76,0,1,3,2019,outer,76,2016.0,3.0,burnt,6405,2019
6404,512,0,1,4,2019,outer,512,2016.0,3.0,burnt,6405,2019
6404,291,1,1,5,2019,outer,292,2016.0,3.0,burnt,6405,2019
6404,287,0,2,1,2019,outer,287,2016.0,3.0,burnt,6405,2019
6406,318,0,2,1,2019,outer,318,2016.0,3.0,burnt,6405,2019
6404,2122,0,2,2,2019,outer,2122,2016.0,3.0,burnt,6405,2019
6406,933,2,2,2,2019,outer,935,2016.0,3.0,burnt,6405,2019
6404,3088,2,2,3,2019,outer,3090,2016.0,3.0,burnt,6405,2019
6406,3435,5,2,3,2019,outer,3440,2016.0,3.0,burnt,6405,2019
6404,1823,0,2,4,2019,outer,1823,2016.0,3.0,burnt,6405,2019
6406,1221,1,2,4,2019,outer,1222,2016.0,3.0,burnt,6405,2019
6404,589,0,2,5,2019,outer,589,2016.0,3.0,burnt,6405,2019
6406,95,0,2,5,2019,outer,95,2016.0,3.0,burnt,6405,2019
6404,108,0,3,1,2019,outer,108,2016.0,3.0,burnt,6405,2019
6406,108,0,3,1,2019,outer,108,2016.0,3.0,burnt,6405,2019
6404,1557,0,3,2,2019,outer,1557,2016.0,3.0,burnt,6405,2019
6406,1683,0,3,2,2019,outer,1683,2016.0,3.0,burnt,6405,2019
6404,2143,0,3,3,2019,outer,2143,2016.0,3.0,burnt,6405,2019
6406,1927,0,3,3,2019,outer,1927,2016.0,3.0,burnt,6405,2019
6404,1965,0,3,4,2019,outer,1965,2016.0,3.0,burnt,6405,2019
6406,823,0,3,4,2019,outer,823,2016.0,3.0,burnt,6405,2019
6404,384,0,3,5,2019,outer,384,2016.0,3.0,burnt,6405,2019
6404,292,0,4,2,2019,outer,292,2016.0,3.0,burnt,6405,2019
6404,95,0,4,4,2019,outer,95,2016.0,3.0,burnt,6405,2019
6404,147,0,1,3,2019,outer,147,2016.0,3.0,burnt,6406,2019
6404,737,0,1,4,2019,outer,737,2016.0,3.0,burnt,6406,2019
6404,457,1,1,5,2019,outer,458,2016.0,3.0,burnt,6406,2019
6404,2240,3,2,1,2019,outer,2243,2016.0,3.0,burnt,6406,2019
963,1696,1,2,2,2019,outer,1697,2016.0,3.0,burnt,6406,2019
6404,9592,4,2,2,2019,outer,9596,2016.0,3.0,burnt,6406,2019
6405,108,0,2,2,2019,outer,108,2016.0,3.0,burnt,6406,2019
963,4081,1,2,3,2019,outer,4082,2016.0,3.0,burnt,6406,2019
6404,10773,4,2,3,2019,outer,10777,2016.0,3.0,burnt,6406,2019
6405,78,0,2,3,2019,outer,78,2016.0,3.0,burnt,6406,2019
963,4972,0,2,4,2019,outer,4972,2016.0,3.0,burnt,6406,2019
6404,6266,0,2,4,2019,outer,6266,2016.0,3.0,burnt,6406,2019
6405,575,0,2,4,2019,outer,575,2016.0,3.0,burnt,6406,2019
963,510,0,2,5,2019,outer,510,2016.0,3.0,burnt,6406,2019
6404,938,0,2,5,2019,outer,938,2016.0,3.0,burnt,6406,2019
963,77,0,3,1,2019,outer,77,2016.0,3.0,burnt,6406,2019
6404,2202,0,3,1,2019,outer,2202,2016.0,3.0,burnt,6406,2019
963,437,0,3,2,2019,outer,437,2016.0,3.0,burnt,6406,2019
6404,8333,0,3,2,2019,outer,8333,2016.0,3.0,burnt,6406,2019
963,2040,2,3,3,2019,outer,2042,2016.0,3.0,burnt,6406,2019
6404,9897,1,3,3,2019,outer,9898,2016.0,3.0,burnt,6406,2019
963,2833,0,3,4,2019,outer,2833,2016.0,3.0,burnt,6406,2019
6404,8298,0,3,4,2019,outer,8298,2016.0,3.0,burnt,6406,2019
6404,797,0,3,5,2019,outer,797,2016.0,3.0,burnt,6406,2019
6404,261,0,4,2,2019,outer,261,2016.0,3.0,burnt,6406,2019
6404,151,0,4,3,2019,outer,151,2016.0,3.0,burnt,6406,2019
6404,370,0,4,4,2019,outer,370,2016.0,3.0,burnt,6406,2019
636,140,0,1,1,2019,outer,140,2015.0,4.0,burnt,6417,2019
636,1136,0,1,2,2019,outer,1136,2015.0,4.0,burnt,6417,2019
6418,196,0,1,2,2019,outer,196,2017.0,2.0,burnt,6417,2019
636,2021,1,1,3,2019,outer,2022,2015.0,4.0,burnt,6417,2019
6418,163,0,1,3,2019,outer,163,2017.0,2.0,burnt,6417,2019
636,435,1,1,4,2019,outer,436,2015.0,4.0,burnt,6417,2019
636,124,0,2,1,2019,outer,124,2015.0,4.0,burnt,6417,2019
2165,384,0,2,1,2019,outer,384,2016.0,3.0,burnt,6417,2019
4169,177,0,2,1,2019,outer,177,2005.0,14.0,burnt,6417,2019
6418,1695,13,2,1,2019,outer,1708,2017.0,2.0,burnt,6417,2019
636,4967,2,2,2,2019,outer,4969,2015.0,4.0,burnt,6417,2019
2165,1985,6,2,2,2019,outer,1991,2016.0,3.0,burnt,6417,2019
4169,269,0,2,2,2019,outer,269,2005.0,14.0,burnt,6417,2019
6418,1997,14,2,2,2019,outer,2011,2017.0,2.0,burnt,6417,2019
636,14365,17,2,3,2019,outer,14382,2015.0,4.0,burnt,6417,2019
2165,1303,0,2,3,2019,outer,1303,2016.0,3.0,burnt,6417,2019
4169,4001,2,2,3,2019,outer,4003,2005.0,14.0,burnt,6417,2019
6418,4110,5,2,3,2019,outer,4115,2017.0,2.0,burnt,6417,2019
636,5864,0,2,4,2019,outer,5864,2015.0,4.0,burnt,6417,2019
2165,1553,2,2,4,2019,outer,1555,2016.0,3.0,burnt,6417,2019
4169,8110,0,2,4,2019,outer,8110,2005.0,14.0,burnt,6417,2019
6418,734,0,2,4,2019,outer,734,2017.0,2.0,burnt,6417,2019
636,108,0,2,5,2019,outer,108,2015.0,4.0,burnt,6417,2019
2165,195,0,2,5,2019,outer,195,2016.0,3.0,burnt,6417,2019
4169,7874,4,2,5,2019,outer,7878,2005.0,14.0,burnt,6417,2019
2165,145,0,3,1,2019,outer,145,2016.0,3.0,burnt,6417,2019
4169,226,0,3,1,2019,outer,226,2005.0,14.0,burnt,6417,2019
6418,4612,0,3,1,2019,outer,4612,2017.0,2.0,burnt,6417,2019
636,5015,0,3,2,2019,outer,5015,2015.0,4.0,burnt,6417,2019
2165,6146,0,3,2,2019,outer,6146,2016.0,3.0,burnt,6417,2019
4169,480,0,3,2,2019,outer,480,2005.0,14.0,burnt,6417,2019
6418,7069,0,3,2,2019,outer,7069,2017.0,2.0,burnt,6417,2019
636,11123,0,3,3,2019,outer,11123,2015.0,4.0,burnt,6417,2019
2165,5548,0,3,3,2019,outer,5548,2016.0,3.0,burnt,6417,2019
4169,2133,0,3,3,2019,outer,2133,2005.0,14.0,burnt,6417,2019
6418,6493,0,3,3,2019,outer,6493,2017.0,2.0,burnt,6417,2019
636,12595,0,3,4,2019,outer,12595,2015.0,4.0,burnt,6417,2019
2165,2386,1,3,4,2019,outer,2387,2016.0,3.0,burnt,6417,2019
4169,6076,0,3,4,2019,outer,6076,2005.0,14.0,burnt,6417,2019
6418,1751,0,3,4,2019,outer,1751,2017.0,2.0,burnt,6417,2019
636,677,0,3,5,2019,outer,677,2015.0,4.0,burnt,6417,2019
2165,509,0,3,5,2019,outer,509,2016.0,3.0,burnt,6417,2019
4169,4061,0,3,5,2019,outer,4061,2005.0,14.0,burnt,6417,2019
6418,3612,0,4,1,2019,outer,3612,2017.0,2.0,burnt,6417,2019
636,1067,0,4,2,2019,outer,1067,2015.0,4.0,burnt,6417,2019
2165,144,0,4,2,2019,outer,144,2016.0,3.0,burnt,6417,2019
6418,1268,0,4,2,2019,outer,1268,2017.0,2.0,burnt,6417,2019
636,3409,0,4,3,2019,outer,3409,2015.0,4.0,burnt,6417,2019
2165,871,0,4,3,2019,outer,871,2016.0,3.0,burnt,6417,2019
4169,628,0,4,3,2019,outer,628,2005.0,14.0,burnt,6417,2019
6418,187,0,4,3,2019,outer,187,2017.0,2.0,burnt,6417,2019
636,4033,0,4,4,2019,outer,4033,2015.0,4.0,burnt,6417,2019
2165,682,0,4,4,2019,outer,682,2016.0,3.0,burnt,6417,2019
4169,1781,0,4,4,2019,outer,1781,2005.0,14.0,burnt,6417,2019
636,397,0,4,5,2019,outer,397,2015.0,4.0,burnt,6417,2019
4169,1960,0,4,5,2019,outer,1960,2005.0,14.0,burnt,6417,2019
636,540,0,1,1,2019,outer,540,2015.0,4.0,burnt,6418,2019
2165,799,3,1,1,2019,outer,802,2016.0,3.0,burnt,6418,2019
636,1883,1,1,2,2019,outer,1884,2015.0,4.0,burnt,6418,2019
2165,793,0,1,2,2019,outer,793,2016.0,3.0,burnt,6418,2019
636,4556,3,1,3,2019,outer,4559,2015.0,4.0,burnt,6418,2019
2165,140,0,1,3,2019,outer,140,2016.0,3.0,burnt,6418,2019
636,2340,0,1,4,2019,outer,2340,2015.0,4.0,burnt,6418,2019
636,86,0,1,5,2019,outer,86,2015.0,4.0,burnt,6418,2019
636,281,0,2,1,2019,outer,281,2015.0,4.0,burnt,6418,2019
2165,2044,7,2,1,2019,outer,2051,2016.0,3.0,burnt,6418,2019
4169,620,5,2,1,2019,outer,625,2005.0,14.0,burnt,6418,2019
5619,69,1,2,1,2019,outer,70,2010.0,9.0,burnt,6418,2019
6417,557,0,2,1,2019,outer,557,2017.0,2.0,burnt,6418,2019
636,4360,3,2,2,2019,outer,4363,2015.0,4.0,burnt,6418,2019
2165,7571,3,2,2,2019,outer,7574,2016.0,3.0,burnt,6418,2019
4169,277,1,2,2,2019,outer,278,2005.0,14.0,burnt,6418,2019
6417,6475,5,2,2,2019,outer,6480,2017.0,2.0,burnt,6418,2019
636,11552,1,2,3,2019,outer,11553,2015.0,4.0,burnt,6418,2019
2165,3174,4,2,3,2019,outer,3178,2016.0,3.0,burnt,6418,2019
4169,416,4,2,3,2019,outer,420,2005.0,14.0,burnt,6418,2019
6417,8766,9,2,3,2019,outer,8775,2017.0,2.0,burnt,6418,2019
636,3895,0,2,4,2019,outer,3895,2015.0,4.0,burnt,6418,2019
2165,2139,3,2,4,2019,outer,2142,2016.0,3.0,burnt,6418,2019
4169,216,3,2,4,2019,outer,219,2005.0,14.0,burnt,6418,2019
6417,2251,0,2,4,2019,outer,2251,2017.0,2.0,burnt,6418,2019
636,54,0,2,5,2019,outer,54,2015.0,4.0,burnt,6418,2019
2165,272,0,2,5,2019,outer,272,2016.0,3.0,burnt,6418,2019
4169,105,3,2,5,2019,outer,108,2005.0,14.0,burnt,6418,2019
636,272,0,3,1,2019,outer,272,2015.0,4.0,burnt,6418,2019
2165,1253,0,3,1,2019,outer,1253,2016.0,3.0,burnt,6418,2019
4169,500,0,3,1,2019,outer,500,2005.0,14.0,burnt,6418,2019
636,7538,0,3,2,2019,outer,7538,2015.0,4.0,burnt,6418,2019
2165,14319,2,3,2,2019,outer,14321,2016.0,3.0,burnt,6418,2019
4169,360,0,3,2,2019,outer,360,2005.0,14.0,burnt,6418,2019
6417,2432,2,3,2,2019,outer,2434,2017.0,2.0,burnt,6418,2019
636,14991,0,3,3,2019,outer,14991,2015.0,4.0,burnt,6418,2019
2165,7035,0,3,3,2019,outer,7035,2016.0,3.0,burnt,6418,2019
4169,1829,2,3,3,2019,outer,1831,2005.0,14.0,burnt,6418,2019
6417,4582,1,3,3,2019,outer,4583,2017.0,2.0,burnt,6418,2019
636,8588,0,3,4,2019,outer,8588,2015.0,4.0,burnt,6418,2019
2165,3039,1,3,4,2019,outer,3040,2016.0,3.0,burnt,6418,2019
4169,534,0,3,4,2019,outer,534,2005.0,14.0,burnt,6418,2019
6417,2745,0,3,4,2019,outer,2745,2017.0,2.0,burnt,6418,2019
636,507,0,3,5,2019,outer,507,2015.0,4.0,burnt,6418,2019
2165,568,0,3,5,2019,outer,568,2016.0,3.0,burnt,6418,2019
4169,69,0,3,5,2019,outer,69,2005.0,14.0,burnt,6418,2019
636,78,0,4,1,2019,outer,78,2015.0,4.0,burnt,6418,2019
2165,859,0,4,1,2019,outer,859,2016.0,3.0,burnt,6418,2019
636,776,0,4,2,2019,outer,776,2015.0,4.0,burnt,6418,2019
2165,4831,0,4,2,2019,outer,4831,2016.0,3.0,burnt,6418,2019
6417,55,0,4,2,2019,outer,55,2017.0,2.0,burnt,6418,2019
636,3067,0,4,3,2019,outer,3067,2015.0,4.0,burnt,6418,2019
2165,1495,0,4,3,2019,outer,1495,2016.0,3.0,burnt,6418,2019
4169,123,0,4,3,2019,outer,123,2005.0,14.0,burnt,6418,2019
6417,586,0,4,3,2019,outer,586,2017.0,2.0,burnt,6418,2019
636,2358,0,4,4,2019,outer,2358,2015.0,4.0,burnt,6418,2019
2165,750,0,4,4,2019,outer,750,2016.0,3.0,burnt,6418,2019
4169,164,0,4,4,2019,outer,164,2005.0,14.0,burnt,6418,2019
6417,906,0,4,4,2019,outer,906,2017.0,2.0,burnt,6418,2019
636,280,1,4,5,2019,outer,281,2015.0,4.0,burnt,6418,2019
327,92,58,2,1,2020,outer,150,2014.0,6.0,burnt,229,2020
327,360,28,2,2,2020,outer,388,2014.0,6.0,burnt,229,2020
327,1352,28,2,3,2020,outer,1380,2014.0,6.0,burnt,229,2020
327,583,10,2,4,2020,outer,593,2014.0,6.0,burnt,229,2020
327,228,8,3,1,2020,outer,236,2014.0,6.0,burnt,229,2020
327,579,7,3,2,2020,outer,586,2014.0,6.0,burnt,229,2020
327,2739,33,3,3,2020,outer,2772,2014.0,6.0,burnt,229,2020
327,866,9,3,4,2020,outer,875,2014.0,6.0,burnt,229,2020
327,132,0,4,2,2020,outer,132,2014.0,6.0,burnt,229,2020
327,842,6,4,3,2020,outer,848,2014.0,6.0,burnt,229,2020
327,100,0,4,4,2020,outer,100,2014.0,6.0,burnt,229,2020
5360,51,6,2,1,2020,outer,57,2013.0,7.0,burnt,235,2020
5369,98,34,1,1,2020,outer,132,2013.0,7.0,burnt,237,2020
5948,358,26,1,1,2020,outer,384,2011.0,9.0,burnt,237,2020
5369,1053,175,1,2,2020,outer,1228,2013.0,7.0,burnt,237,2020
5948,227,21,1,2,2020,outer,248,2011.0,9.0,burnt,237,2020
5369,1162,234,1,3,2020,outer,1396,2013.0,7.0,burnt,237,2020
5948,50,2,1,3,2020,outer,52,2011.0,9.0,burnt,237,2020
5369,403,30,1,4,2020,outer,433,2013.0,7.0,burnt,237,2020
5948,78,3,2,1,2020,outer,81,2011.0,9.0,burnt,237,2020
5369,166,27,2,2,2020,outer,193,2013.0,7.0,burnt,237,2020
5948,232,9,2,2,2020,outer,241,2011.0,9.0,burnt,237,2020
5369,238,36,2,3,2020,outer,274,2013.0,7.0,burnt,237,2020
5948,139,14,2,3,2020,outer,153,2011.0,9.0,burnt,237,2020
5369,162,7,2,4,2020,outer,169,2013.0,7.0,burnt,237,2020
5948,111,4,3,2,2020,outer,115,2011.0,9.0,burnt,237,2020
5948,75,3,3,3,2020,outer,78,2011.0,9.0,burnt,237,2020
5369,57,0,3,4,2020,outer,57,2013.0,7.0,burnt,237,2020
5948,65,0,4,1,2020,outer,65,2011.0,9.0,burnt,237,2020
5948,52,3,4,2,2020,outer,55,2011.0,9.0,burnt,237,2020
0,1388,149,1,1,2020,outer,1537,2004.0,16.0,unburnt,237,2020
0,406,33,2,1,2020,outer,439,2004.0,16.0,unburnt,237,2020
0,377,13,3,1,2020,outer,390,2004.0,16.0,unburnt,237,2020
0,959,23,4,1,2020,outer,982,2004.0,16.0,unburnt,237,2020
4169,52,0,2,1,2020,outer,52,2005.0,15.0,burnt,245,2020
4169,1274,2,2,3,2020,outer,1276,2005.0,15.0,burnt,245,2020
4169,220,0,2,4,2020,outer,220,2005.0,15.0,burnt,245,2020
4169,350,0,3,3,2020,outer,350,2005.0,15.0,burnt,245,2020
4169,391,0,3,4,2020,outer,391,2005.0,15.0,burnt,245,2020
5957,202,5,1,2,2020,outer,207,2011.0,9.0,burnt,246,2020
5957,226,9,2,1,2020,outer,235,2011.0,9.0,burnt,246,2020
5957,1280,39,2,2,2020,outer,1319,2011.0,9.0,burnt,246,2020
5957,703,1,2,3,2020,outer,704,2011.0,9.0,burnt,246,2020
0,1008,8,1,1,2020,outer,1016,2004.0,16.0,unburnt,246,2020
0,4924,128,2,1,2020,outer,5052,2004.0,16.0,unburnt,246,2020
0,3259,4,3,1,2020,outer,3263,2004.0,16.0,unburnt,246,2020
0,440,0,4,1,2020,outer,440,2004.0,16.0,unburnt,246,2020
229,79,20,2,2,2020,outer,99,2014.0,6.0,burnt,327,2020
229,147,20,3,1,2020,outer,167,2014.0,6.0,burnt,327,2020
229,1540,58,3,2,2020,outer,1598,2014.0,6.0,burnt,327,2020
229,135,16,3,3,2020,outer,151,2014.0,6.0,burnt,327,2020
229,61,2,3,5,2020,outer,63,2014.0,6.0,burnt,327,2020
5369,95,34,1,1,2020,outer,129,2013.0,7.0,burnt,334,2020
5948,358,26,1,1,2020,outer,384,2011.0,9.0,burnt,334,2020
5369,880,162,1,2,2020,outer,1042,2013.0,7.0,burnt,334,2020
5948,227,21,1,2,2020,outer,248,2011.0,9.0,burnt,334,2020
5369,873,188,1,3,2020,outer,1061,2013.0,7.0,burnt,334,2020
5948,50,2,1,3,2020,outer,52,2011.0,9.0,burnt,334,2020
5369,423,30,1,4,2020,outer,453,2013.0,7.0,burnt,334,2020
5948,82,3,2,1,2020,outer,85,2011.0,9.0,burnt,334,2020
5948,244,11,2,2,2020,outer,255,2011.0,9.0,burnt,334,2020
237,230,53,2,3,2020,outer,283,2013.0,7.0,burnt,334,2020
5369,358,37,2,3,2020,outer,395,2013.0,7.0,burnt,334,2020
5948,230,20,2,3,2020,outer,250,2011.0,9.0,burnt,334,2020
237,193,33,2,4,2020,outer,226,2013.0,7.0,burnt,334,2020
5369,199,8,2,4,2020,outer,207,2013.0,7.0,burnt,334,2020
5948,69,4,3,1,2020,outer,73,2011.0,9.0,burnt,334,2020
237,309,47,3,2,2020,outer,356,2013.0,7.0,burnt,334,2020
5948,179,10,3,2,2020,outer,189,2011.0,9.0,burnt,334,2020
237,1101,135,3,3,2020,outer,1236,2013.0,7.0,burnt,334,2020
5369,103,1,3,3,2020,outer,104,2013.0,7.0,burnt,334,2020
5948,295,17,3,3,2020,outer,312,2011.0,9.0,burnt,334,2020
237,1343,82,3,4,2020,outer,1425,2013.0,7.0,burnt,334,2020
5369,63,1,3,4,2020,outer,64,2013.0,7.0,burnt,334,2020
237,740,53,3,5,2020,outer,793,2013.0,7.0,burnt,334,2020
237,66,18,4,1,2020,outer,84,2013.0,7.0,burnt,334,2020
5948,181,32,4,1,2020,outer,213,2011.0,9.0,burnt,334,2020
237,195,43,4,2,2020,outer,238,2013.0,7.0,burnt,334,2020
5948,126,10,4,2,2020,outer,136,2011.0,9.0,burnt,334,2020
237,1000,113,4,3,2020,outer,1113,2013.0,7.0,burnt,334,2020
237,1793,108,4,4,2020,outer,1901,2013.0,7.0,burnt,334,2020
237,137,5,4,5,2020,outer,142,2013.0,7.0,burnt,334,2020
0,145,14,1,1,2020,outer,159,2004.0,16.0,unburnt,334,2020
0,277,3,2,1,2020,outer,280,2004.0,16.0,unburnt,334,2020
0,127,2,3,1,2020,outer,129,2004.0,16.0,unburnt,334,2020
0,605,4,4,1,2020,outer,609,2004.0,16.0,unburnt,334,2020
245,1085,4,2,1,2020,outer,1089,2013.0,7.0,burnt,349,2020
245,2693,17,2,2,2020,outer,2710,2013.0,7.0,burnt,349,2020
245,4041,12,2,3,2020,outer,4053,2013.0,7.0,burnt,349,2020
245,979,3,2,4,2020,outer,982,2013.0,7.0,burnt,349,2020
245,334,1,3,1,2020,outer,335,2013.0,7.0,burnt,349,2020
245,1121,2,3,2,2020,outer,1123,2013.0,7.0,burnt,349,2020
245,3151,14,3,3,2020,outer,3165,2013.0,7.0,burnt,349,2020
245,773,3,3,4,2020,outer,776,2013.0,7.0,burnt,349,2020
245,386,2,4,3,2020,outer,388,2013.0,7.0,burnt,349,2020
245,103,0,4,4,2020,outer,103,2013.0,7.0,burnt,349,2020
4380,115,5,3,1,2020,outer,120,2005.0,15.0,burnt,368,2020
0,2648,566,1,1,2020,outer,3214,2004.0,16.0,unburnt,368,2020
0,6928,815,2,1,2020,outer,7743,2004.0,16.0,unburnt,368,2020
0,12656,191,3,1,2020,outer,12847,2004.0,16.0,unburnt,368,2020
0,4209,89,4,1,2020,outer,4298,2004.0,16.0,unburnt,368,2020
4379,267,8,1,1,2020,outer,275,2005.0,15.0,burnt,373,2020
4169,77,10,1,2,2020,outer,87,2005.0,15.0,burnt,373,2020
4169,901,95,1,3,2020,outer,996,2005.0,15.0,burnt,373,2020
4169,166,13,1,4,2020,outer,179,2005.0,15.0,burnt,373,2020
4169,1409,57,1,5,2020,outer,1466,2005.0,15.0,burnt,373,2020
4379,191,10,2,1,2020,outer,201,2005.0,15.0,burnt,373,2020
4169,788,167,2,3,2020,outer,955,2005.0,15.0,burnt,373,2020
4169,947,317,2,4,2020,outer,1264,2005.0,15.0,burnt,373,2020
4169,1283,57,2,5,2020,outer,1340,2005.0,15.0,burnt,373,2020
4169,47,18,3,1,2020,outer,65,2005.0,15.0,burnt,373,2020
4169,40,17,3,2,2020,outer,57,2005.0,15.0,burnt,373,2020
4169,209,87,3,3,2020,outer,296,2005.0,15.0,burnt,373,2020
4169,1181,35,3,4,2020,outer,1216,2005.0,15.0,burnt,373,2020
4169,625,20,3,5,2020,outer,645,2005.0,15.0,burnt,373,2020
245,1980,259,1,1,2020,outer,2239,2013.0,7.0,burnt,438,2020
245,2104,104,1,2,2020,outer,2208,2013.0,7.0,burnt,438,2020
6369,72,5,1,2,2020,outer,77,2015.0,5.0,burnt,438,2020
245,1924,74,1,3,2020,outer,1998,2013.0,7.0,burnt,438,2020
6369,243,5,1,3,2020,outer,248,2015.0,5.0,burnt,438,2020
245,467,8,1,4,2020,outer,475,2013.0,7.0,burnt,438,2020
6369,146,5,1,4,2020,outer,151,2015.0,5.0,burnt,438,2020
245,56,0,1,5,2020,outer,56,2013.0,7.0,burnt,438,2020
245,1019,58,2,1,2020,outer,1077,2013.0,7.0,burnt,438,2020
245,5840,179,2,2,2020,outer,6019,2013.0,7.0,burnt,438,2020
