f_prop,hsev,ys,cat_1,cat_2,cat_3,cat_4,cat_5,cat_2345,cat_1_int,cat_2_int,cat_3_int,cat_4_int,cat_5_int,cat_2345_int,se2,se3,se4,se5,flower_year,idx
0.0029902831602172004,0.0,-7,0,0,0,0,0,0,0,0,-7,0,0,-7,2,3,4,5,2018,211
0.0078328981723237,-1.0,-7,0,0,1,-1,0,0,0,0,5,-12,0,-7,2,3,4,5,2018,213
-0.007092474962004601,-1.0,-2,0,0,1,-1,0,0,0,0,5,-7,0,-2,2,3,4,5,2018,214
0.0078328981723237,-2.0,-2,0,0,1,0,-1,0,0,0,5,0,-7,-2,2,3,4,5,2018,215
0.0061475409836065,0.0,-8,0,0,0,0,0,0,-8,0,0,0,0,0,2,3,4,5,2018,217
0.0006226791051534997,0.0,-7,0,0,0,0,0,0,-7,0,0,0,0,0,2,3,4,5,2018,218
0.0061475409836065,0.0,-2,0,0,0,0,0,0,-2,0,0,0,0,0,2,3,4,5,2018,220
-0.0015381977012782003,-1.0,-8,1,-1,0,0,0,-1,5,-13,0,0,0,-13,2,3,4,5,2018,221
0.0008457465300992003,-1.0,-7,1,-1,0,0,0,-1,5,-12,0,0,0,-12,2,3,4,5,2018,222
0.0018635752553324003,-1.0,-2,1,-1,0,0,0,-1,5,-7,0,0,0,-7,2,3,4,5,2018,223
0.0061475409836065,-1.0,-2,1,-1,0,0,0,-1,5,-7,0,0,0,-7,2,3,4,5,2018,224
0.0061475409836065,-2.0,-8,1,0,-1,0,0,-1,5,0,-13,0,0,-13,2,3,4,5,2018,225
0.003556867408477,-2.0,-7,1,0,-1,0,0,-1,5,0,-12,0,0,-12,2,3,4,5,2018,226
0.004641516887221,-2.0,-2,1,0,-1,0,0,-1,5,0,-7,0,0,-7,2,3,4,5,2018,227
0.0061475409836065,-3.0,-2,1,0,0,-1,0,-1,5,0,0,-7,0,-7,2,3,4,5,2018,228
0.0047892720306513,1.0,-8,-1,1,0,0,0,1,-13,5,0,0,0,5,2,3,4,5,2018,230
-0.0007355898478017004,1.0,-7,-1,1,0,0,0,1,-12,5,0,0,0,5,2,3,4,5,2018,231
0.0047892720306513,1.0,-2,-1,1,0,0,0,1,-7,5,0,0,0,5,2,3,4,5,2018,233
-0.0028964666542334004,0.0,-8,0,0,0,0,0,0,0,-8,0,0,0,-8,2,3,4,5,2018,234
-0.0005125224228559998,0.0,-7,0,0,0,0,0,0,0,-7,0,0,0,-7,2,3,4,5,2018,235
0.0005053063023772002,0.0,-2,0,0,0,0,0,0,0,-2,0,0,0,-2,2,3,4,5,2018,236
0.0047892720306513,0.0,-2,0,0,0,0,0,0,0,-2,0,0,0,-2,2,3,4,5,2018,237
0.0047892720306513,-1.0,-8,0,1,-1,0,0,0,0,5,-13,0,0,-8,2,3,4,5,2018,238
0.0021985984555218,-1.0,-7,0,1,-1,0,0,0,0,5,-12,0,0,-7,2,3,4,5,2018,239
0.0047892720306513,-2.0,-2,0,1,0,-1,0,0,0,5,0,-7,0,-2,2,3,4,5,2018,241
0.0073782587309394,2.0,-8,-1,0,1,0,0,1,-13,0,5,0,0,5,2,3,4,5,2018,243
0.0018533968524863994,2.0,-7,-1,0,1,0,0,1,-12,0,5,0,0,5,2,3,4,5,2018,244
0.0073782587309394,2.0,-2,-1,0,1,0,0,1,-7,0,5,0,0,5,2,3,4,5,2018,245
-0.0003074799539453006,1.0,-8,0,-1,1,0,0,0,0,-13,5,0,0,-8,2,3,4,5,2018,247
0.0020764642774321,1.0,-7,0,-1,1,0,0,0,0,-12,5,0,0,-7,2,3,4,5,2018,248
0.0030942930026653,1.0,-2,0,-1,1,0,0,0,0,-7,5,0,0,-2,2,3,4,5,2018,249
0.0073782587309394,1.0,-2,0,-1,1,0,0,0,0,-7,5,0,0,-2,2,3,4,5,2018,250
0.0073782587309394,0.0,-8,0,0,0,0,0,0,0,0,-8,0,0,-8,2,3,4,5,2018,251
0.0047875851558099,0.0,-7,0,0,0,0,0,0,0,0,-7,0,0,-7,2,3,4,5,2018,252
0.0258064516129032,3.0,-8,-1,0,0,1,0,1,-13,0,0,5,0,5,2,3,4,5,2018,256
0.0202815897344502,3.0,-7,-1,0,0,1,0,1,-12,0,0,5,0,5,2,3,4,5,2018,257
0.0258064516129032,3.0,-2,-1,0,0,1,0,1,-7,0,0,5,0,5,2,3,4,5,2018,258
0.0181207129280185,2.0,-8,0,-1,0,1,0,0,0,-13,0,5,0,-8,2,3,4,5,2018,260
0.020504657159395902,2.0,-7,0,-1,0,1,0,0,0,-12,0,5,0,-7,2,3,4,5,2018,261
0.0215224858846291,2.0,-2,0,-1,0,1,0,0,0,-7,0,5,0,-2,2,3,4,5,2018,262
0.0258064516129032,2.0,-2,0,-1,0,1,0,0,0,-7,0,5,0,-2,2,3,4,5,2018,263
0.0258064516129032,1.0,-8,0,0,-1,1,0,0,0,0,-13,5,0,-8,2,3,4,5,2018,264
0.0232157780377737,1.0,-7,0,0,-1,1,0,0,0,0,-12,5,0,-7,2,3,4,5,2018,265
0.024300427516517703,1.0,-2,0,0,-1,1,0,0,0,0,-7,5,0,-2,2,3,4,5,2018,266
0.0258064516129032,0.0,-2,0,0,0,0,0,0,0,0,0,-2,0,-2,2,3,4,5,2018,267
0.0,-1.0,-7,1,-1,0,0,0,-1,5,-12,0,0,0,-12,2,3,4,5,2018,269
-0.0042826552462526,-1.0,-2,1,-1,0,0,0,-1,5,-7,0,0,0,-7,2,3,4,5,2018,270
