nid,noflower,yesflower,tpi_zone,hsev,year,inout,nobs,yof,target,flower_year
373,11295,40,3,1,2019,inner,11335,2014,373,2019
373,49898,92,3,2,2019,inner,49990,2014,373,2019
373,19520,14,3,3,2019,inner,19534,2014,373,2019
373,513,0,3,4,2019,inner,513,2014,373,2019
373,3276,11,4,1,2019,inner,3287,2014,373,2019
373,13508,13,4,2,2019,inner,13521,2014,373,2019
373,6793,4,4,3,2019,inner,6797,2014,373,2019
373,729,1,4,4,2019,inner,730,2014,373,2019
438,1589,5,1,1,2019,inner,1594,2015,438,2019
438,5726,17,1,2,2019,inner,5743,2015,438,2019
438,10629,33,1,3,2019,inner,10662,2015,438,2019
438,12625,51,1,4,2019,inner,12676,2015,438,2019
438,5690,13,1,5,2019,inner,5703,2015,438,2019
438,3079,18,2,1,2019,inner,3097,2015,438,2019
438,25486,15,2,2,2019,inner,25501,2015,438,2019
438,28241,19,2,3,2019,inner,28260,2015,438,2019
438,37635,22,2,4,2019,inner,37657,2015,438,2019
438,5091,19,2,5,2019,inner,5110,2015,438,2019
438,1416,1,3,1,2019,inner,1417,2015,438,2019
438,25705,4,3,2,2019,inner,25709,2015,438,2019
438,30367,15,3,3,2019,inner,30382,2015,438,2019
438,44805,9,3,4,2019,inner,44814,2015,438,2019
438,4251,13,3,5,2019,inner,4264,2015,438,2019
438,122,1,4,1,2019,inner,123,2015,438,2019
438,6554,0,4,2,2019,inner,6554,2015,438,2019
438,12608,6,4,3,2019,inner,12614,2015,438,2019
438,21374,4,4,4,2019,inner,21378,2015,438,2019
438,1962,4,4,5,2019,inner,1966,2015,438,2019
458,115,2,2,3,2019,inner,117,2014,458,2019
458,102,0,3,3,2019,inner,102,2014,458,2019
458,144,1,3,4,2019,inner,145,2014,458,2019
458,108,2,3,5,2019,inner,110,2014,458,2019
458,77,1,4,3,2019,inner,78,2014,458,2019
458,196,0,4,4,2019,inner,196,2014,458,2019
458,89,0,4,5,2019,inner,89,2014,458,2019
627,926,13,1,1,2019,inner,939,2015,627,2019
627,1814,6,1,2,2019,inner,1820,2015,627,2019
627,1306,1,1,3,2019,inner,1307,2015,627,2019
627,1846,4,2,1,2019,inner,1850,2015,627,2019
627,6609,7,2,2,2019,inner,6616,2015,627,2019
627,2785,1,2,3,2019,inner,2786,2015,627,2019
627,131,0,2,4,2019,inner,131,2015,627,2019
627,1160,11,3,1,2019,inner,1171,2015,627,2019
627,2783,1,3,2,2019,inner,2784,2015,627,2019
627,1200,1,3,3,2019,inner,1201,2015,627,2019
627,344,0,3,4,2019,inner,344,2015,627,2019
627,604,2,4,1,2019,inner,606,2015,627,2019
627,1933,0,4,2,2019,inner,1933,2015,627,2019
627,530,1,4,3,2019,inner,531,2015,627,2019
627,325,0,4,4,2019,inner,325,2015,627,2019
635,140,0,1,2,2019,inner,140,2015,635,2019
635,125,0,1,3,2019,inner,125,2015,635,2019
635,197,0,2,1,2019,inner,197,2015,635,2019
635,1463,0,2,2,2019,inner,1463,2015,635,2019
635,353,0,2,3,2019,inner,353,2015,635,2019
635,605,0,3,1,2019,inner,605,2015,635,2019
635,3787,0,3,2,2019,inner,3787,2015,635,2019
635,800,0,3,3,2019,inner,800,2015,635,2019
635,863,0,4,1,2019,inner,863,2015,635,2019
635,1453,0,4,2,2019,inner,1453,2015,635,2019
635,293,0,4,3,2019,inner,293,2015,635,2019
636,585,0,1,1,2019,inner,585,2015,636,2019
636,3297,1,1,2,2019,inner,3298,2015,636,2019
636,13122,4,1,3,2019,inner,13126,2015,636,2019
636,9818,5,1,4,2019,inner,9823,2015,636,2019
636,660,0,1,5,2019,inner,660,2015,636,2019
636,791,1,2,1,2019,inner,792,2015,636,2019
636,19432,7,2,2,2019,inner,19439,2015,636,2019
636,52647,21,2,3,2019,inner,52668,2015,636,2019
636,16422,1,2,4,2019,inner,16423,2015,636,2019
636,800,0,2,5,2019,inner,800,2015,636,2019
636,1882,0,3,1,2019,inner,1882,2015,636,2019
636,23504,1,3,2,2019,inner,23505,2015,636,2019
636,57600,5,3,3,2019,inner,57605,2015,636,2019
636,29673,0,3,4,2019,inner,29673,2015,636,2019
636,2646,0,3,5,2019,inner,2646,2015,636,2019
636,628,0,4,1,2019,inner,628,2015,636,2019
636,4929,0,4,2,2019,inner,4929,2015,636,2019
636,18292,0,4,3,2019,inner,18292,2015,636,2019
636,12286,1,4,4,2019,inner,12287,2015,636,2019
636,1759,0,4,5,2019,inner,1759,2015,636,2019
638,198,0,1,3,2019,inner,198,2015,638,2019
638,284,0,1,4,2019,inner,284,2015,638,2019
638,178,1,2,1,2019,inner,179,2015,638,2019
638,4942,6,2,2,2019,inner,4948,2015,638,2019
638,3270,0,2,3,2019,inner,3270,2015,638,2019
638,1074,0,2,4,2019,inner,1074,2015,638,2019
638,203,0,3,1,2019,inner,203,2015,638,2019
638,10691,0,3,2,2019,inner,10691,2015,638,2019
638,6694,0,3,3,2019,inner,6694,2015,638,2019
638,1802,0,3,4,2019,inner,1802,2015,638,2019
640,1794,2,2,1,2019,inner,1796,2015,640,2019
640,9786,2,2,2,2019,inner,9788,2015,640,2019
640,7761,1,2,3,2019,inner,7762,2015,640,2019
640,811,0,2,4,2019,inner,811,2015,640,2019
640,235,1,3,1,2019,inner,236,2015,640,2019
640,7378,0,3,2,2019,inner,7378,2015,640,2019
640,15062,2,3,3,2019,inner,15064,2015,640,2019
640,5147,2,3,4,2019,inner,5149,2015,640,2019
640,117,0,3,5,2019,inner,117,2015,640,2019
640,373,0,4,1,2019,inner,373,2015,640,2019
640,671,0,4,2,2019,inner,671,2015,640,2019
640,2865,0,4,3,2019,inner,2865,2015,640,2019
640,1099,0,4,4,2019,inner,1099,2015,640,2019
955,168,0,1,1,2019,inner,168,2016,955,2019
955,1299,2,1,2,2019,inner,1301,2016,955,2019
955,5258,29,1,3,2019,inner,5287,2016,955,2019
955,3732,27,1,4,2019,inner,3759,2016,955,2019
955,519,2,1,5,2019,inner,521,2016,955,2019
955,209,1,2,1,2019,inner,210,2016,955,2019
955,2931,1,2,2,2019,inner,2932,2016,955,2019
955,7352,22,2,3,2019,inner,7374,2016,955,2019
955,6137,22,2,4,2019,inner,6159,2016,955,2019
955,323,1,2,5,2019,inner,324,2016,955,2019
955,216,0,3,1,2019,inner,216,2016,955,2019
955,9418,2,3,2,2019,inner,9420,2016,955,2019
955,13704,32,3,3,2019,inner,13736,2016,955,2019
955,19898,16,3,4,2019,inner,19914,2016,955,2019
955,156,3,3,5,2019,inner,159,2016,955,2019
955,1145,4,4,2,2019,inner,1149,2016,955,2019
955,5746,7,4,3,2019,inner,5753,2016,955,2019
955,6147,24,4,4,2019,inner,6171,2016,955,2019
955,223,3,4,5,2019,inner,226,2016,955,2019
956,403,1,1,2,2019,inner,404,2015,956,2019
956,724,1,1,3,2019,inner,725,2015,956,2019
956,104,1,2,1,2019,inner,105,2015,956,2019
956,965,3,2,2,2019,inner,968,2015,956,2019
956,1252,5,2,3,2019,inner,1257,2015,956,2019
956,297,0,2,4,2019,inner,297,2015,956,2019
956,311,3,3,1,2019,inner,314,2015,956,2019
956,1525,2,3,2,2019,inner,1527,2015,956,2019
956,2393,0,3,3,2019,inner,2393,2015,956,2019
956,847,0,3,4,2019,inner,847,2015,956,2019
956,213,0,4,1,2019,inner,213,2015,956,2019
956,485,0,4,2,2019,inner,485,2015,956,2019
956,557,0,4,3,2019,inner,557,2015,956,2019
956,266,0,4,4,2019,inner,266,2015,956,2019
963,92,0,1,2,2019,inner,92,2016,963,2019
963,59,1,1,3,2019,inner,60,2016,963,2019
963,85,0,1,4,2019,inner,85,2016,963,2019
963,2119,2,2,2,2019,inner,2121,2016,963,2019
963,4631,1,2,3,2019,inner,4632,2016,963,2019
963,5093,0,2,4,2019,inner,5093,2016,963,2019
963,510,0,2,5,2019,inner,510,2016,963,2019
963,136,2,3,1,2019,inner,138,2016,963,2019
963,760,3,3,2,2019,inner,763,2016,963,2019
963,2721,2,3,3,2019,inner,2723,2016,963,2019
963,2926,0,3,4,2019,inner,2926,2016,963,2019
2144,143,0,1,1,2019,inner,143,2016,2144,2019
2144,1699,2,1,2,2019,inner,1701,2016,2144,2019
2144,2568,2,1,3,2019,inner,2570,2016,2144,2019
2144,1174,0,1,4,2019,inner,1174,2016,2144,2019
2144,1191,0,2,1,2019,inner,1191,2016,2144,2019
2144,6756,1,2,2,2019,inner,6757,2016,2144,2019
2144,7859,2,2,3,2019,inner,7861,2016,2144,2019
2144,1673,0,2,4,2019,inner,1673,2016,2144,2019
2144,9712,0,3,2,2019,inner,9712,2016,2144,2019
2144,9223,6,3,3,2019,inner,9229,2016,2144,2019
2144,3047,0,3,4,2019,inner,3047,2016,2144,2019
2144,5842,1,4,2,2019,inner,5843,2016,2144,2019
2144,5101,0,4,3,2019,inner,5101,2016,2144,2019
2144,2347,0,4,4,2019,inner,2347,2016,2144,2019
2151,119,0,1,1,2019,inner,119,2016,2151,2019
2151,1018,0,1,2,2019,inner,1018,2016,2151,2019
2151,3243,4,1,3,2019,inner,3247,2016,2151,2019
2151,1472,1,1,4,2019,inner,1473,2016,2151,2019
2151,293,4,2,1,2019,inner,297,2016,2151,2019
2151,771,4,2,2,2019,inner,775,2016,2151,2019
2151,2519,2,2,3,2019,inner,2521,2016,2151,2019
2151,4488,0,2,4,2019,inner,4488,2016,2151,2019
2151,482,0,3,2,2019,inner,482,2016,2151,2019
2151,2323,0,3,3,2019,inner,2323,2016,2151,2019
2151,2742,0,3,4,2019,inner,2742,2016,2151,2019
2151,88,0,4,2,2019,inner,88,2016,2151,2019
2151,171,0,4,3,2019,inner,171,2016,2151,2019
2154,291,0,2,2,2019,inner,291,2016,2154,2019
2154,448,1,2,3,2019,inner,449,2016,2154,2019
2154,473,0,3,1,2019,inner,473,2016,2154,2019
2154,8817,7,3,2,2019,inner,8824,2016,2154,2019
2154,2725,1,3,3,2019,inner,2726,2016,2154,2019
2154,152,0,3,4,2019,inner,152,2016,2154,2019
2154,756,0,4,1,2019,inner,756,2016,2154,2019
2154,2201,1,4,2,2019,inner,2202,2016,2154,2019
2154,274,0,4,3,2019,inner,274,2016,2154,2019
2161,958,0,1,1,2019,inner,958,2016,2161,2019
2161,1012,1,1,2,2019,inner,1013,2016,2161,2019
2161,1610,1,2,1,2019,inner,1611,2016,2161,2019
2161,1062,0,2,2,2019,inner,1062,2016,2161,2019
2161,268,0,2,3,2019,inner,268,2016,2161,2019
2161,55,0,2,4,2019,inner,55,2016,2161,2019
2161,2764,0,3,1,2019,inner,2764,2016,2161,2019
2161,5882,1,3,2,2019,inner,5883,2016,2161,2019
2161,1272,1,3,3,2019,inner,1273,2016,2161,2019
2161,3970,0,4,1,2019,inner,3970,2016,2161,2019
2161,6840,0,4,2,2019,inner,6840,2016,2161,2019
2161,578,0,4,3,2019,inner,578,2016,2161,2019
2164,69,0,2,3,2019,inner,69,2016,2164,2019
2164,282,1,3,2,2019,inner,283,2016,2164,2019
2164,148,0,3,3,2019,inner,148,2016,2164,2019
2165,5103,1,1,1,2019,inner,5104,2016,2165,2019
2165,16864,2,1,2,2019,inner,16866,2016,2165,2019
2165,9669,1,1,3,2019,inner,9670,2016,2165,2019
2165,3996,0,1,4,2019,inner,3996,2016,2165,2019
2165,457,0,1,5,2019,inner,457,2016,2165,2019
2165,10055,1,2,1,2019,inner,10056,2016,2165,2019
2165,68528,20,2,2,2019,inner,68548,2016,2165,2019
2165,42728,5,2,3,2019,inner,42733,2016,2165,2019
2165,28230,6,2,4,2019,inner,28236,2016,2165,2019
2165,1086,0,2,5,2019,inner,1086,2016,2165,2019
2165,8993,0,3,1,2019,inner,8993,2016,2165,2019
2165,79057,3,3,2,2019,inner,79060,2016,2165,2019
2165,42508,1,3,3,2019,inner,42509,2016,2165,2019
2165,39229,3,3,4,2019,inner,39232,2016,2165,2019
2165,2063,0,3,5,2019,inner,2063,2016,2165,2019
2165,3226,0,4,1,2019,inner,3226,2016,2165,2019
2165,22951,1,4,2,2019,inner,22952,2016,2165,2019
2165,12581,0,4,3,2019,inner,12581,2016,2165,2019
2165,12654,0,4,4,2019,inner,12654,2016,2165,2019
2165,643,0,4,5,2019,inner,643,2016,2165,2019
2166,78,1,1,1,2019,inner,79,2016,2166,2019
2166,405,0,1,2,2019,inner,405,2016,2166,2019
2166,672,0,1,3,2019,inner,672,2016,2166,2019
2166,285,0,1,4,2019,inner,285,2016,2166,2019
2166,90,0,1,5,2019,inner,90,2016,2166,2019
2166,1790,1,2,1,2019,inner,1791,2016,2166,2019
2166,11499,0,2,2,2019,inner,11499,2016,2166,2019
2166,14386,1,2,3,2019,inner,14387,2016,2166,2019
2166,7570,0,2,4,2019,inner,7570,2016,2166,2019
2166,886,0,2,5,2019,inner,886,2016,2166,2019
2166,1897,1,3,1,2019,inner,1898,2016,2166,2019
2166,11153,0,3,2,2019,inner,11153,2016,2166,2019
2166,11664,0,3,3,2019,inner,11664,2016,2166,2019
2166,7964,0,3,4,2019,inner,7964,2016,2166,2019
2166,651,0,3,5,2019,inner,651,2016,2166,2019
2166,1378,0,4,1,2019,inner,1378,2016,2166,2019
2166,1776,0,4,2,2019,inner,1776,2016,2166,2019
2166,2472,0,4,3,2019,inner,2472,2016,2166,2019
2166,1932,0,4,4,2019,inner,1932,2016,2166,2019
2166,334,0,4,5,2019,inner,334,2016,2166,2019
2364,119,9,1,2,2019,inner,128,2017,2364,2019
2364,878,34,1,3,2019,inner,912,2017,2364,2019
2364,1199,46,1,4,2019,inner,1245,2017,2364,2019
2364,1863,51,1,5,2019,inner,1914,2017,2364,2019
2364,63,1,2,2,2019,inner,64,2017,2364,2019
2364,756,25,2,3,2019,inner,781,2017,2364,2019
2364,617,19,2,4,2019,inner,636,2017,2364,2019
2364,976,7,2,5,2019,inner,983,2017,2364,2019
2364,237,1,3,2,2019,inner,238,2017,2364,2019
2364,837,20,3,3,2019,inner,857,2017,2364,2019
2364,996,7,3,4,2019,inner,1003,2017,2364,2019
2364,572,3,3,5,2019,inner,575,2017,2364,2019
2364,665,6,4,2,2019,inner,671,2017,2364,2019
2364,1290,19,4,3,2019,inner,1309,2017,2364,2019
2364,2246,13,4,4,2019,inner,2259,2017,2364,2019
2364,2505,14,4,5,2019,inner,2519,2017,2364,2019
2426,80,1,2,1,2019,inner,81,2017,2426,2019
2426,64,0,2,2,2019,inner,64,2017,2426,2019
2426,567,2,2,3,2019,inner,569,2017,2426,2019
2426,105,0,2,4,2019,inner,105,2017,2426,2019
2426,116,0,3,1,2019,inner,116,2017,2426,2019
2426,679,3,3,2,2019,inner,682,2017,2426,2019
2426,3692,2,3,3,2019,inner,3694,2017,2426,2019
2426,1289,3,3,4,2019,inner,1292,2017,2426,2019
2426,187,2,4,2,2019,inner,189,2017,2426,2019
2426,976,3,4,3,2019,inner,979,2017,2426,2019
2426,880,2,4,4,2019,inner,882,2017,2426,2019
2439,1436,11,1,1,2019,inner,1447,2017,2439,2019
2439,1264,5,1,2,2019,inner,1269,2017,2439,2019
2439,1374,6,1,3,2019,inner,1380,2017,2439,2019
2439,210,2,1,4,2019,inner,212,2017,2439,2019
2439,379,3,2,1,2019,inner,382,2017,2439,2019
2439,937,2,2,2,2019,inner,939,2017,2439,2019
2439,1238,4,2,3,2019,inner,1242,2017,2439,2019
2439,229,1,2,4,2019,inner,230,2017,2439,2019
2439,249,1,3,1,2019,inner,250,2017,2439,2019
2439,1193,1,3,2,2019,inner,1194,2017,2439,2019
2439,981,1,3,3,2019,inner,982,2017,2439,2019
2439,51,1,3,4,2019,inner,52,2017,2439,2019
2439,244,0,4,1,2019,inner,244,2017,2439,2019
2439,1573,2,4,2,2019,inner,1575,2017,2439,2019
2439,520,0,4,3,2019,inner,520,2017,2439,2019
2439,70,0,4,4,2019,inner,70,2017,2439,2019
2553,2594,10,2,1,2019,inner,2604,2017,2553,2019
2553,11027,0,2,2,2019,inner,11027,2017,2553,2019
2553,13234,3,2,3,2019,inner,13237,2017,2553,2019
2553,3188,0,2,4,2019,inner,3188,2017,2553,2019
2553,600,0,3,1,2019,inner,600,2017,2553,2019
2553,13404,0,3,2,2019,inner,13404,2017,2553,2019
2553,15473,0,3,3,2019,inner,15473,2017,2553,2019
2553,5850,0,3,4,2019,inner,5850,2017,2553,2019
2553,73,0,3,5,2019,inner,73,2017,2553,2019
2553,267,0,4,1,2019,inner,267,2017,2553,2019
2553,2063,0,4,2,2019,inner,2063,2017,2553,2019
2553,1136,0,4,3,2019,inner,1136,2017,2553,2019
2553,100,0,4,4,2019,inner,100,2017,2553,2019
2566,12252,25,1,1,2019,inner,12277,2017,2566,2019
2566,32565,12,1,2,2019,inner,32577,2017,2566,2019
2566,42336,13,1,3,2019,inner,42349,2017,2566,2019
2566,44485,26,1,4,2019,inner,44511,2017,2566,2019
2566,7762,3,1,5,2019,inner,7765,2017,2566,2019
2566,19556,26,2,1,2019,inner,19582,2017,2566,2019
2566,80471,36,2,2,2019,inner,80507,2017,2566,2019
2566,96386,36,2,3,2019,inner,96422,2017,2566,2019
2566,75161,18,2,4,2019,inner,75179,2017,2566,2019
2566,9327,2,2,5,2019,inner,9329,2017,2566,2019
2566,12971,3,3,1,2019,inner,12974,2017,2566,2019
2566,110618,27,3,2,2019,inner,110645,2017,2566,2019
2566,105338,21,3,3,2019,inner,105359,2017,2566,2019
2566,90772,9,3,4,2019,inner,90781,2017,2566,2019
2566,6844,2,3,5,2019,inner,6846,2017,2566,2019
2566,3844,6,4,1,2019,inner,3850,2017,2566,2019
2566,51622,8,4,2,2019,inner,51630,2017,2566,2019
2566,51140,11,4,3,2019,inner,51151,2017,2566,2019
2566,64921,5,4,4,2019,inner,64926,2017,2566,2019
2566,5370,3,4,5,2019,inner,5373,2017,2566,2019
2568,1099,0,2,2,2019,inner,1099,2017,2568,2019
2568,3293,5,2,3,2019,inner,3298,2017,2568,2019
2568,554,0,2,4,2019,inner,554,2017,2568,2019
2568,226,0,3,1,2019,inner,226,2017,2568,2019
2568,7196,0,3,2,2019,inner,7196,2017,2568,2019
2568,9327,5,3,3,2019,inner,9332,2017,2568,2019
2568,2393,0,3,4,2019,inner,2393,2017,2568,2019
2568,1508,0,4,2,2019,inner,1508,2017,2568,2019
2568,2790,0,4,3,2019,inner,2790,2017,2568,2019
2568,888,0,4,4,2019,inner,888,2017,2568,2019
3805,108,0,1,2,2019,inner,108,2018,3805,2019
3805,4140,0,2,2,2019,inner,4140,2018,3805,2019
3805,3062,0,2,3,2019,inner,3062,2018,3805,2019
3805,1404,0,3,1,2019,inner,1404,2018,3805,2019
3805,8879,0,3,2,2019,inner,8879,2018,3805,2019
3805,2822,0,3,3,2019,inner,2822,2018,3805,2019
3805,2293,0,4,1,2019,inner,2293,2018,3805,2019
3805,2364,0,4,2,2019,inner,2364,2018,3805,2019
3805,219,0,4,3,2019,inner,219,2018,3805,2019
3808,75,0,1,2,2019,inner,75,2018,3808,2019
3808,158,0,1,3,2019,inner,158,2018,3808,2019
3808,119,0,1,4,2019,inner,119,2018,3808,2019
3808,293,0,2,2,2019,inner,293,2018,3808,2019
3808,626,0,2,3,2019,inner,626,2018,3808,2019
3808,145,0,2,4,2019,inner,145,2018,3808,2019
3808,227,1,3,1,2019,inner,228,2018,3808,2019
3808,1024,1,3,2,2019,inner,1025,2018,3808,2019
3808,638,0,3,3,2019,inner,638,2018,3808,2019
3808,678,0,3,4,2019,inner,678,2018,3808,2019
3808,371,0,4,3,2019,inner,371,2018,3808,2019
3808,1158,0,4,4,2019,inner,1158,2018,3808,2019
3810,92,0,1,3,2019,inner,92,2018,3810,2019
3810,129,6,2,1,2019,inner,135,2018,3810,2019
3810,1932,1,2,2,2019,inner,1933,2018,3810,2019
3810,5135,0,2,3,2019,inner,5135,2018,3810,2019
3810,1200,0,2,4,2019,inner,1200,2018,3810,2019
3810,2960,0,3,2,2019,inner,2960,2018,3810,2019
3810,8207,0,3,3,2019,inner,8207,2018,3810,2019
3810,1050,0,3,4,2019,inner,1050,2018,3810,2019
3810,72,0,4,1,2019,inner,72,2018,3810,2019
3810,1641,0,4,2,2019,inner,1641,2018,3810,2019
3810,3541,0,4,3,2019,inner,3541,2018,3810,2019
3810,1699,0,4,4,2019,inner,1699,2018,3810,2019
3974,733,1,1,1,2019,inner,734,2018,3974,2019
3974,4043,3,1,2,2019,inner,4046,2018,3974,2019
3974,3700,1,1,3,2019,inner,3701,2018,3974,2019
3974,127,0,1,4,2019,inner,127,2018,3974,2019
3974,5184,9,2,1,2019,inner,5193,2018,3974,2019
3974,31299,7,2,2,2019,inner,31306,2018,3974,2019
3974,12795,3,2,3,2019,inner,12798,2018,3974,2019
3974,1982,0,2,4,2019,inner,1982,2018,3974,2019
3974,5349,0,3,1,2019,inner,5349,2018,3974,2019
3974,43582,0,3,2,2019,inner,43582,2018,3974,2019
3974,26457,1,3,3,2019,inner,26458,2018,3974,2019
3974,5781,0,3,4,2019,inner,5781,2018,3974,2019
3974,4749,0,4,1,2019,inner,4749,2018,3974,2019
3974,17556,0,4,2,2019,inner,17556,2018,3974,2019
3974,17447,0,4,3,2019,inner,17447,2018,3974,2019
3974,6122,0,4,4,2019,inner,6122,2018,3974,2019
3974,107,0,4,5,2019,inner,107,2018,3974,2019
3976,6490,12,1,1,2019,inner,6502,2018,3976,2019
3976,15240,4,1,2,2019,inner,15244,2018,3976,2019
3976,5087,10,1,3,2019,inner,5097,2018,3976,2019
3976,4539,0,1,4,2019,inner,4539,2018,3976,2019
3976,433,0,1,5,2019,inner,433,2018,3976,2019
3976,22420,6,2,1,2019,inner,22426,2018,3976,2019
3976,75901,13,2,2,2019,inner,75914,2018,3976,2019
3976,52764,16,2,3,2019,inner,52780,2018,3976,2019
3976,16986,1,2,4,2019,inner,16987,2018,3976,2019
3976,1159,0,2,5,2019,inner,1159,2018,3976,2019
3976,22605,4,3,1,2019,inner,22609,2018,3976,2019
3976,91818,7,3,2,2019,inner,91825,2018,3976,2019
3976,52338,1,3,3,2019,inner,52339,2018,3976,2019
3976,15955,0,3,4,2019,inner,15955,2018,3976,2019
3976,662,0,3,5,2019,inner,662,2018,3976,2019
3976,5508,4,4,1,2019,inner,5512,2018,3976,2019
3976,20907,1,4,2,2019,inner,20908,2018,3976,2019
3976,9029,0,4,3,2019,inner,9029,2018,3976,2019
3976,3968,0,4,4,2019,inner,3968,2018,3976,2019
3976,442,0,4,5,2019,inner,442,2018,3976,2019
3977,578,0,2,1,2019,inner,578,2018,3977,2019
3977,7237,0,2,2,2019,inner,7237,2018,3977,2019
3977,3011,0,2,3,2019,inner,3011,2018,3977,2019
3977,189,0,2,4,2019,inner,189,2018,3977,2019
3977,299,0,3,1,2019,inner,299,2018,3977,2019
3977,9105,0,3,2,2019,inner,9105,2018,3977,2019
3977,6682,0,3,3,2019,inner,6682,2018,3977,2019
3977,350,0,3,4,2019,inner,350,2018,3977,2019
3977,585,0,4,2,2019,inner,585,2018,3977,2019
3977,940,0,4,3,2019,inner,940,2018,3977,2019
3983,447,0,1,2,2019,inner,447,2018,3983,2019
3983,1649,0,1,3,2019,inner,1649,2018,3983,2019
3983,1218,0,1,4,2019,inner,1218,2018,3983,2019
3983,368,0,2,2,2019,inner,368,2018,3983,2019
3983,2207,0,2,3,2019,inner,2207,2018,3983,2019
3983,1472,0,2,4,2019,inner,1472,2018,3983,2019
3983,1131,0,3,2,2019,inner,1131,2018,3983,2019
3983,4362,0,3,3,2019,inner,4362,2018,3983,2019
3983,1400,0,3,4,2019,inner,1400,2018,3983,2019
3983,156,0,4,2,2019,inner,156,2018,3983,2019
3983,1141,0,4,3,2019,inner,1141,2018,3983,2019
3983,1544,0,4,4,2019,inner,1544,2018,3983,2019
3984,458,0,1,2,2019,inner,458,2018,3984,2019
3984,80,0,2,1,2019,inner,80,2018,3984,2019
3984,1330,0,2,2,2019,inner,1330,2018,3984,2019
3984,962,0,2,3,2019,inner,962,2018,3984,2019
3984,151,0,3,1,2019,inner,151,2018,3984,2019
3984,2177,0,3,2,2019,inner,2177,2018,3984,2019
3984,2319,0,3,3,2019,inner,2319,2018,3984,2019
3984,607,0,3,4,2019,inner,607,2018,3984,2019
3984,2782,0,4,2,2019,inner,2782,2018,3984,2019
3984,3625,0,4,3,2019,inner,3625,2018,3984,2019
3984,1886,0,4,4,2019,inner,1886,2018,3984,2019
3985,109,0,2,2,2019,inner,109,2018,3985,2019
3985,926,0,2,3,2019,inner,926,2018,3985,2019
3985,101,0,2,4,2019,inner,101,2018,3985,2019
3985,223,0,3,2,2019,inner,223,2018,3985,2019
3985,1925,0,3,3,2019,inner,1925,2018,3985,2019
3985,566,0,3,4,2019,inner,566,2018,3985,2019
3985,341,0,4,2,2019,inner,341,2018,3985,2019
3985,3381,0,4,3,2019,inner,3381,2018,3985,2019
3985,2807,0,4,4,2019,inner,2807,2018,3985,2019
3986,375,0,2,2,2019,inner,375,2018,3986,2019
3986,357,0,2,3,2019,inner,357,2018,3986,2019
3986,193,0,2,4,2019,inner,193,2018,3986,2019
3986,312,0,3,1,2019,inner,312,2018,3986,2019
3986,1296,0,3,2,2019,inner,1296,2018,3986,2019
3986,3658,0,3,3,2019,inner,3658,2018,3986,2019
3986,1211,0,3,4,2019,inner,1211,2018,3986,2019
3986,520,0,4,2,2019,inner,520,2018,3986,2019
3986,1250,0,4,3,2019,inner,1250,2018,3986,2019
3986,304,0,4,4,2019,inner,304,2018,3986,2019
4169,9172,13,1,1,2019,inner,9185,2005,4169,2019
4169,19245,14,1,2,2019,inner,19259,2005,4169,2019
4169,36492,40,1,3,2019,inner,36532,2005,4169,2019
4169,21255,12,1,4,2019,inner,21267,2005,4169,2019
4169,6219,8,1,5,2019,inner,6227,2005,4169,2019
4169,29369,60,2,1,2019,inner,29429,2005,4169,2019
4169,139947,69,2,2,2019,inner,140016,2005,4169,2019
4169,215970,168,2,3,2019,inner,216138,2005,4169,2019
4169,109525,41,2,4,2019,inner,109566,2005,4169,2019
4169,23294,12,2,5,2019,inner,23306,2005,4169,2019
4169,22897,6,3,1,2019,inner,22903,2005,4169,2019
4169,129861,12,3,2,2019,inner,129873,2005,4169,2019
4169,204951,37,3,3,2019,inner,204988,2005,4169,2019
4169,128590,30,3,4,2019,inner,128620,2005,4169,2019
4169,17616,15,3,5,2019,inner,17631,2005,4169,2019
4169,9434,4,4,1,2019,inner,9438,2005,4169,2019
4169,24741,2,4,2,2019,inner,24743,2005,4169,2019
4169,55142,7,4,3,2019,inner,55149,2005,4169,2019
4169,39761,18,4,4,2019,inner,39779,2005,4169,2019
4169,6677,3,4,5,2019,inner,6680,2005,4169,2019
4193,6622,18,1,1,2019,inner,6640,2005,4193,2019
4193,922,6,1,2,2019,inner,928,2005,4193,2019
4193,2383,9,1,3,2019,inner,2392,2005,4193,2019
4193,6192,32,1,4,2019,inner,6224,2005,4193,2019
4193,4153,2,1,5,2019,inner,4155,2005,4193,2019
4193,3518,8,2,1,2019,inner,3526,2005,4193,2019
4193,649,6,2,2,2019,inner,655,2005,4193,2019
4193,840,7,2,3,2019,inner,847,2005,4193,2019
4193,1468,4,2,4,2019,inner,1472,2005,4193,2019
4193,914,1,2,5,2019,inner,915,2005,4193,2019
4193,5090,3,3,1,2019,inner,5093,2005,4193,2019
4193,1383,2,3,2,2019,inner,1385,2005,4193,2019
4193,1499,4,3,3,2019,inner,1503,2005,4193,2019
4193,1746,2,3,4,2019,inner,1748,2005,4193,2019
4193,1028,0,3,5,2019,inner,1028,2005,4193,2019
4193,7164,25,4,1,2019,inner,7189,2005,4193,2019
4193,1829,10,4,2,2019,inner,1839,2005,4193,2019
4193,2120,8,4,3,2019,inner,2128,2005,4193,2019
4193,4882,19,4,4,2019,inner,4901,2005,4193,2019
4193,3101,0,4,5,2019,inner,3101,2005,4193,2019
